City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,hanzhong,33.0728,107.0303,287.71,77,100,0.72,CN,1730680127
366,sanchazi,42.0817,126.6003,274.7,97,87,2.6,CN,1730680128
367,boguchar,49.9358,40.545,273.4,65,86,5.39,RU,1730680129
368,mili,6.0815,171.735,301.44,74,97,3.48,MH,1730680132
369,matoury,4.8483,-52.3317,300.13,83,0,3.09,GF,1730680133
370,fort mcmurray,56.7268,-111.381,273.92,86,75,2.06,CA,1730680134
371,manturovo,58.3353,44.7619,268.75,94,76,1.92,RU,1730680135
372,santa elena de uairen,4.6167,-61.1333,295.28,66,82,1.66,VE,1730680136
373,novoazovs'k,47.1139,38.086,278.4,55,29,7.09,UA,1730680137
374,cheremushki,52.8356,91.3944,271.99,86,98,2.43,RU,1730680139
375,tolanaro,-25.0319,46.9987,297.19,83,40,7.2,MG,1730680140
376,polur,12.5,79.1333,295.68,95,81,1.38,IN,1730680141
377,ketchikan,55.3422,-131.6461,281.91,81,100,4.12,US,1730680142
378,mbuji-mayi,-6.15,23.6,294.22,93,97,1.45,CD,1730680143
379,sarandi del yi,-33.35,-55.6333,292.49,84,100,7.03,UY,1730680144
380,tsiombe,-25.3,45.4833,296.05,85,35,7.42,MG,1730680145
381,camana,-16.6228,-72.7111,291.92,84,31,3.9,PE,1730680146
382,tibanbang,6.6315,126.1055,300.77,78,100,0.84,PH,1730680147
383,plesetsk,62.708,40.2916,267.5,88,13,1.64,RU,1730680148
384,santa helena,-2.2311,-45.3,298.32,73,39,2.97,BR,1730680150
385,port alfred,-33.5906,26.891,288.81,94,77,1.34,ZA,1730680151
386,guerrero negro,27.9769,-114.0611,291.35,62,30,8.66,MX,1730680152
387,trairi,-3.2778,-39.2689,298.29,77,75,5.93,BR,1730679874
388,salekhard,66.53,66.6019,270.64,97,100,3.4,RU,1730680154
389,wajir,1.7471,40.0573,298.27,74,52,5.92,KE,1730680155
390,mount isa,-20.7333,139.5,307.02,36,42,6.69,AU,1730680156
391,starotitarovskaya,45.2136,37.1439,272.41,58,34,4.23,RU,1730680157
392,kismayo,-0.3582,42.5454,299.31,85,11,3.58,SO,1730680158
393,kingston,17.997,-76.7936,300.68,78,20,1.03,JM,1730679886
394,nguigmi,14.2495,13.1092,297.25,26,61,4.65,NE,1730680161
395,horta,38.5333,-28.6333,290.94,89,39,1.79,PT,1730680162
396,zemio,5.0314,25.1361,294.63,96,100,0.45,CF,1730680163
397,mamuju,-2.6748,118.8885,300.77,78,73,0.72,ID,1730680164
398,chenzhou,25.8,113.0333,291.01,90,100,0.55,CN,1730680165
399,hotan,37.0997,79.9269,283.12,34,60,0.65,CN,1730680166
400,motygino,58.1831,94.7592,270.05,72,100,1.37,RU,1730680167
401,saint-pierre,-21.3393,55.4781,295.97,68,0,3.09,RE,1730680168
402,amungan,15.3652,119.9582,301.0,67,75,0.29,PH,1730680170
403,tura,25.5198,90.2201,292.45,87,0,1.54,IN,1730680171
404,taoudenni,22.6783,-3.9836,300.6,14,0,3.41,ML,1730680172
405,dawson creek,55.7666,-120.2362,277.95,56,0,7.2,CA,1730680173
406,savanna-la-mar,18.219,-78.1332,297.55,85,67,2.88,JM,1730680174
407,fort st. john,56.2499,-120.8529,276.09,70,20,5.14,CA,1730680072
408,al bawiti,28.3492,28.8659,291.23,66,6,3.57,EG,1730680176
409,ghadamis,30.1337,9.5007,295.38,38,90,4.8,LY,1730680177
410,mahina,-17.5065,-149.489,303.02,62,0,3.09,PF,1730680178
411,piti village,13.4626,144.6933,303.88,76,40,4.12,GU,1730680179
412,labrador city,52.9463,-66.9114,270.1,68,75,4.12,CA,1730680181
413,la tuque,47.4334,-72.7824,271.29,80,20,0.0,CA,1730680182
414,ostersund,63.1792,14.6357,275.71,87,40,6.69,SE,1730680183
415,taos,36.4072,-105.5731,277.18,82,100,1.54,US,1730680184
416,mandalgovi,45.7625,106.2708,268.45,45,100,1.12,MN,1730680185
417,otelu rosu,45.5333,22.3667,276.95,51,30,1.33,RO,1730680186
418,lakatoro,-16.0999,167.4164,300.07,70,98,7.42,VU,1730680187
419,vila velha,-20.3297,-40.2925,298.12,92,75,2.06,BR,1730680038
420,dalaba,10.7,-12.25,290.92,76,18,0.42,GN,1730680190
421,bargaal,11.2864,51.0773,298.28,87,57,0.83,SO,1730680191
422,nuku'alofa,-21.1333,-175.2,295.34,94,100,8.23,TO,1730680192
423,ke-macina,13.9623,-5.3572,301.29,22,90,2.52,ML,1730680193
424,norilsk,69.3535,88.2027,266.73,93,99,10.28,RU,1730680194
425,chandler,33.3062,-111.8412,291.26,47,75,8.23,US,1730680195
426,abilene,32.4487,-99.7331,296.45,88,40,3.09,US,1730680196
427,bozyazi,36.1082,32.9611,291.46,41,32,5.15,TR,1730680197
428,kavaratti,10.5669,72.642,300.97,74,92,1.58,IN,1730680198
429,mhamid,29.82,-5.72,294.28,24,100,1.59,MA,1730680199
430,arcachon,44.5875,-1.0519,286.18,94,99,3.09,FR,1730680200
431,cozumel,20.5083,-86.9458,300.19,78,20,2.57,MX,1730680130
432,east london,-33.0153,27.9116,291.72,83,100,5.11,ZA,1730679908
433,smithers,54.7804,-127.1743,279.33,61,75,1.54,CA,1730680204
434,freeport,40.6576,-73.5832,284.24,46,40,1.54,US,1730679816
435,chertkovo,49.3847,40.1547,273.48,67,100,5.79,RU,1730680206
436,benguela,-12.5763,13.4055,298.73,79,100,1.84,AO,1730680207
437,santa marta,11.2408,-74.199,299.76,87,40,1.54,CO,1730679959
438,zaraza,9.3503,-65.3245,299.63,73,38,2.11,VE,1730680210
439,gaogou,34.0175,119.1886,288.83,54,100,8.13,CN,1730680211
440,mirnyy,62.5353,113.9611,247.92,100,100,0.56,RU,1730680212
441,charters towers,-20.1,146.2667,304.33,29,56,5.79,AU,1730680213
442,mildura,-34.2,142.15,293.19,46,0,4.12,AU,1730680214
443,khomeyn,33.6423,50.0789,282.61,77,0,1.24,IR,1730680215
444,shimoda,34.6667,138.95,294.28,57,10,1.76,JP,1730680217
445,teknaf,20.8624,92.3058,298.09,81,6,1.39,BD,1730680219
446,timbuktu,16.7735,-3.0074,300.79,15,0,3.91,ML,1730680220
447,vilyuysk,63.7553,121.6247,253.86,98,93,1.14,RU,1730680221
448,salinas de hidalgo,22.6333,-101.7167,292.1,31,4,5.63,MX,1730680222
449,sao tome,0.3365,6.7273,298.99,86,100,2.93,ST,1730680223
450,montevideo,-34.8335,-56.1674,291.99,88,20,5.66,UY,1730680197
451,port saint john's,-31.6229,29.5448,292.85,89,100,4.44,ZA,1730680226
452,kyaikto,17.3,97.0167,298.79,85,95,1.67,MM,1730680228
453,qala i naw,34.9874,63.1289,293.06,30,24,2.65,AF,1730680229
454,bakchar,57.0186,82.0711,281.07,85,100,5.72,RU,1730680230
455,shar,49.5886,81.0453,279.6,65,100,8.83,KZ,1730680231
456,tengrela,10.4869,-6.4097,296.29,55,23,0.67,CI,1730680232
457,south grafton,-29.7,152.95,303.97,36,60,2.34,AU,1730680233
458,murzuq,25.9155,13.9184,291.42,43,2,2.62,LY,1730680234
459,coquimbo,-29.9533,-71.3436,287.03,72,0,3.6,CL,1730680235
460,kendal,54.3268,-2.7476,282.36,88,25,0.41,GB,1730680236
461,hermosillo,29.0667,-110.9667,295.38,47,10,4.92,MX,1730680237
462,birao,10.2849,22.7882,299.55,29,100,1.69,CF,1730680239
463,taltal,-25.4,-70.4833,290.56,73,0,2.86,CL,1730680240
464,zayed city,24.3768,54.589,302.04,83,0,2.06,AE,1730680241
465,shahbazpur,33.2748,72.2646,293.55,31,0,1.82,PK,1730680242
466,enkoping,59.6361,17.0777,278.05,68,74,2.29,SE,1730680243
467,acapulco de juarez,16.8634,-99.8901,302.05,79,40,3.09,MX,1730680244
468,sabinanigo,42.5192,-0.3661,283.72,91,4,2.54,ES,1730680245
469,cacheu,12.2706,-16.1658,298.36,78,100,2.01,GW,1730680246
470,susuman,62.7833,148.1667,253.96,96,100,1.35,RU,1730680073
471,okakarara,-20.5833,17.4333,296.89,44,100,2.14,NA,1730680249
472,tangalle,6.024,80.7911,298.03,89,100,2.57,LK,1730680250
473,baotou,40.6522,109.8222,274.09,36,100,3.42,CN,1730680251
474,gurupi,-11.7292,-49.0686,297.24,88,100,3.03,BR,1730680252
475,nurabad,34.0734,47.9725,281.56,95,35,2.82,IR,1730680253
476,nova sintra,14.8667,-24.7167,299.82,78,28,3.97,CV,1730680254
477,shache,38.4167,77.2406,281.88,42,0,0.9,CN,1730680255
478,briar,32.9951,-97.5428,299.07,76,75,8.27,US,1730680257
479,zhangye,38.9342,100.4517,280.76,35,85,1.29,CN,1730680258
480,morrope,-6.5417,-80.0111,291.65,85,100,6.22,PE,1730680259
481,kawambwa,-9.7915,29.0791,292.23,81,86,1.12,ZM,1730680260
482,abu tij,27.0441,31.319,291.98,55,0,1.8,EG,1730680261
483,lamu,-2.2717,40.902,298.77,83,36,3.78,KE,1730680262
484,salima,-13.7804,34.4587,299.56,52,11,1.83,MW,1730680263
485,arkhangel'sk,64.5401,40.5433,271.21,100,75,5.0,RU,1730680264
486,al kharj,24.155,47.3346,296.47,35,0,2.91,SA,1730680027
487,okha,53.5739,142.9478,271.9,56,75,6.6,RU,1730680266
488,okhotsk,59.3833,143.3,265.38,64,100,5.2,RU,1730680267
489,agat village,13.3886,144.6585,303.91,83,40,4.12,GU,1730680269
490,bonthe,7.5264,-12.505,299.28,84,45,1.97,SL,1730680270
491,saint-denis,48.9167,2.3333,282.64,94,100,2.06,FR,1730680271
492,berdigestyakh,62.0989,126.6992,254.81,95,100,1.49,RU,1730680272
493,samarinda,-0.5,117.15,298.93,92,93,1.03,ID,1730680273
494,port macquarie,-31.4333,152.9167,303.19,58,100,2.24,AU,1730680274
495,san francisco de macoris,19.2952,-70.2554,296.03,96,100,1.54,DO,1730680276
496,sao felix do xingu,-6.6447,-51.995,295.54,98,100,0.86,BR,1730680278
497,terbanggi besar,-4.8667,105.2333,299.54,78,100,2.64,ID,1730680279
498,roma,43.2128,-75.4557,275.43,76,0,1.54,US,1730680280
499,aldama,22.9167,-98.0667,296.44,90,26,2.21,MX,1730680281
500,kerikeri,-35.2268,173.9474,290.9,47,19,4.01,NZ,1730680283
501,boda,4.3189,17.4695,294.37,93,83,0.47,CF,1730680284
502,baragua,21.6967,-78.6328,297.7,80,1,5.32,CU,1730680285
503,mossel bay,-34.1831,22.146,287.11,77,100,9.49,ZA,1730680202
504,yuxia,34.0615,108.6291,288.4,68,100,1.03,CN,1730680288
505,black river,18.0264,-77.8487,298.98,84,55,3.19,JM,1730680289
506,tual,-5.6667,132.75,301.26,71,100,7.45,ID,1730680290
507,bridgewater,44.3835,-64.5155,276.97,75,11,4.12,CA,1730680291
508,lodwar,3.1191,35.5973,301.9,48,30,4.57,KE,1730680292
509,souda,35.4844,24.0744,300.6,88,20,2.57,GR,1730680293
510,oliver,49.1831,-119.5524,280.1,81,61,0.0,CA,1730680294
511,hailar,49.2,119.7,268.95,57,92,7.21,CN,1730680295
512,bay harbor,30.1471,-85.6146,298.68,76,40,2.06,US,1730680296
513,klaksvik,62.2266,-6.589,283.82,93,43,7.96,FO,1730680297
514,magadan,59.5667,150.8,263.89,66,33,4.71,RU,1730680298
515,chifeng,42.2683,118.9636,274.78,27,0,7.69,CN,1730680300
516,mbandaka,0.0487,18.2603,295.11,97,96,0.73,CD,1730680301
517,warmbaths,-24.8833,28.2833,296.29,30,16,3.44,ZA,1730680303
518,sarandi grande,-33.7333,-56.3333,291.51,85,91,6.13,UY,1730680304
519,kesabpur,22.9167,89.2167,296.28,80,0,1.31,BD,1730680306
520,starogard gdanski,53.964,18.5264,283.43,89,100,5.21,PL,1730680307
521,nurota,40.5614,65.6886,292.28,34,100,6.11,UZ,1730680308
522,wuhai,39.6647,106.8122,278.93,45,100,3.8,CN,1730680310
523,sehore,23.2,77.0833,293.3,53,0,1.07,IN,1730680311
524,zharkent,44.1628,80.0,283.1,29,14,1.35,KZ,1730680312
525,san luis de la loma,17.2706,-100.8939,299.63,83,26,1.24,MX,1730680313
526,kawalu,-7.3817,108.2082,298.4,85,100,0.77,ID,1730680315
527,huanta,-12.9333,-74.25,288.75,75,100,2.3,PE,1730680316
528,okemos,42.7223,-84.4275,285.14,66,100,6.69,US,1730680317
529,abu qurqas,27.9312,30.8384,293.42,53,42,2.92,EG,1730680318
530,geraldton,-28.7667,114.6,293.38,60,100,4.63,AU,1730680319
531,igreja,15.0333,-24.3333,293.82,81,0,4.81,CV,1730680320
532,argo,37.6333,22.7333,288.1,75,99,1.78,GR,1730680322
533,nuevitas,21.5453,-77.2644,299.42,77,4,6.42,CU,1730680323
534,minas de marcona,-15.2119,-75.1103,287.14,85,56,5.56,PE,1730680324
535,sosnovo-ozerskoye,52.5249,111.5418,264.23,65,100,4.27,RU,1730680325
536,chivilcoy,-34.8957,-60.0167,291.64,60,100,6.16,AR,1730680326
537,berriane,32.8265,3.7669,292.02,54,100,3.96,DZ,1730680327
538,vryburg,-26.9566,24.7284,295.69,36,99,3.22,ZA,1730680239
539,katsuura,35.1333,140.3,294.98,57,0,5.12,JP,1730680330
540,ajaccio,42.0,8.9167,287.98,94,0,3.09,FR,1730680331
541,miyaly,48.8844,53.7836,272.82,57,0,3.77,KZ,1730680332
542,la rinconada,37.4873,-5.9826,290.96,82,0,0.51,ES,1730680333
543,levuka,50.1834,-105.4011,274.99,55,71,3.67,CA,1730680334
544,bugarama,-2.8706,30.5281,288.73,87,99,1.29,TZ,1730680335
545,katabu,-4.9333,122.5167,301.73,72,100,2.61,ID,1730680336
546,dungarpur,23.8333,73.7167,296.25,41,0,1.62,IN,1730680337
547,mawlaik,23.6333,94.4167,294.49,82,0,0.35,MM,1730680340
548,minot,48.2325,-101.2963,282.27,93,100,6.69,US,1730680295
549,floro,61.5996,5.0328,281.13,100,100,5.14,NO,1730680343
550,sant lluis,39.8526,4.2594,293.37,83,75,4.12,ES,1730680344
551,recreo,-29.2818,-65.061,295.63,67,3,4.19,AR,1730680345
552,lobujya,27.95,86.8167,263.65,90,71,0.9,NP,1730680346
553,egersund,58.4513,5.9997,282.24,91,0,3.06,NO,1730680347
554,berasia,23.6333,77.4333,293.15,50,0,1.05,IN,1730680348
555,santo antonio do ica,-3.1022,-67.9397,296.57,98,100,0.79,BR,1730680349
556,aral,40.5156,81.2636,281.41,46,7,1.46,CN,1730680350
557,port lincoln,-34.7333,135.8667,290.94,59,47,1.71,AU,1730680351
558,zaozersk,69.4005,32.4476,274.67,70,100,9.82,RU,1730680352
559,araguaina,-7.1911,-48.2072,300.78,62,100,1.78,BR,1730680353
560,frutigen,46.5878,7.6475,279.38,96,6,1.46,CH,1730680354
561,niquero,20.0431,-77.5828,299.54,78,0,10.41,CU,1730680355
562,notodden,59.5594,9.2585,277.46,85,100,1.26,NO,1730680356
563,revda,56.801,59.9303,269.04,83,100,6.67,RU,1730680358
564,dickinson,29.4608,-95.0513,299.81,88,75,9.26,US,1730680309
565,tamanrasset,22.785,5.5228,290.1,34,0,2.06,DZ,1730680360
566,mil'kovo,55.6078,37.7956,273.34,62,100,5.32,RU,1730680361
567,thayetmyo,19.3167,95.1833,297.56,87,13,1.67,MM,1730680362
568,kill devil hills,36.0307,-75.676,289.81,75,75,4.63,US,1730680363
569,bandiagara,14.3501,-3.6104,299.93,18,100,4.11,ML,1730680365
570,tikhvin,59.6451,33.5294,269.93,99,81,1.77,RU,1730680366
571,alo,6.5486,4.2686,298.86,86,29,1.53,NG,1730680367
572,orivesi,61.6777,24.3572,273.57,31,91,1.79,FI,1730680368
573,pailon,-17.65,-62.75,299.61,64,83,2.17,BO,1730680369
574,lai,9.3952,16.2989,295.79,43,99,1.93,TD,1730680370
575,novaya ladoga,60.1025,32.3019,275.11,76,100,6.96,RU,1730680372
576,castillos,-34.1667,-53.8333,291.22,92,100,5.03,UY,1730680373
577,puerto penasco,31.3167,-113.5333,296.14,39,20,7.72,MX,1730680371
578,novyy turtkul',41.55,61.0167,289.96,41,50,3.68,UZ,1730680375
579,kirakira,-10.4544,161.9205,303.12,73,39,3.34,SB,1730680377
580,carbonear,47.7332,-53.2148,273.9,75,25,6.13,CA,1730680378
581,apiai,-24.5094,-48.8425,289.87,94,100,1.79,BR,1730680379
582,talara,-4.5772,-81.2719,290.85,90,100,6.76,PE,1730680380
583,northam,51.0333,-4.2167,284.6,91,5,3.39,GB,1730680381
584,richards bay,-28.783,32.0377,294.96,90,66,2.72,ZA,1730680383
585,flin flon,54.7682,-101.865,277.06,93,75,2.06,CA,1730680384
586,sarangani,5.4033,125.4636,301.45,77,10,3.4,PH,1730680385
587,ma'rib,15.4591,45.3253,293.54,26,5,1.98,YE,1730680386
588,brisas de zicatela,15.8369,-97.0419,301.44,83,75,3.09,MX,1730680387
589,arawa,-6.2132,155.5367,304.75,60,66,2.02,PG,1730680388
590,mejit,10.2753,170.8646,299.68,81,100,2.07,MH,1730680389
591,lompoc,34.6391,-120.4579,291.38,60,0,9.26,US,1730680390
592,kruisfontein,-34.0033,24.7314,287.47,85,100,7.06,ZA,1730680391
